key,summary,assignee,priority,status,last_updated,url
SERVER-87681,Authentication/Authorization/Security Testing for Router Port,Unassigned,Major - P3,Blocked,2024-11-06,https://jira.mongodb.org/browse/SERVER-87681
SERVER-87656,Complete TODO listed in SERVER-78810,Unassigned,Major - P3,Blocked,2024-09-13,https://jira.mongodb.org/browse/SERVER-87656
SERVER-87474,Remove Feature Flag for PM-3694,Unassigned,Major - P3,Blocked,2024-12-02,https://jira.mongodb.org/browse/SERVER-87474
SERVER-86994,Remove phase transition to kExitCriticalSection at clean up once all the create collections are serialized,Unassigned,Major - P3,Blocked,2024-09-13,https://jira.mongodb.org/browse/SERVER-86994
SERVER-86191,Make is_view a required field for IDL types,Unassigned,Major - P3,Blocked,2024-10-11,https://jira.mongodb.org/browse/SERVER-86191
SERVER-86031,Re-enable convertToCapped and cloneCollectionAsCapped in test fuzzer in sharded clusters,Unassigned,Major - P3,Blocked,2024-09-13,https://jira.mongodb.org/browse/SERVER-86031
SERVER-85236,Remove Feature Flag for PM-3500,Unassigned,Major - P3,Blocked,2024-09-13,https://jira.mongodb.org/browse/SERVER-85236
SERVER-84406,Remove fle2 nss from the denied namespace list in shard_collection_util.js,[DO NOT USE] Backlog - Catalog and Routing,Major - P3,Blocked,2024-06-12,https://jira.mongodb.org/browse/SERVER-84406
SERVER-84305,Update isDisabledOnTargetFCVButEnabledOnOriginalFCV and isEnabledOnTargetFCVButDisabledOnOriginalFCV to take shouldBeFCVGated into account,[DO NOT USE] Backlog - Replication Team,Major - P3,Blocked,2024-04-30,https://jira.mongodb.org/browse/SERVER-84305
SERVER-84169,Rewrite cluster FindAndModify in terms of FindAndModifyCommandRequest,Unassigned,Minor - P4,Blocked,2025-04-15,https://jira.mongodb.org/browse/SERVER-84169
SERVER-83875,Simplify flow for creating collection in a transaction on sharded clusters,Unassigned,Major - P3,Blocked,2024-09-13,https://jira.mongodb.org/browse/SERVER-83875
SERVER-83549,Mongodb V 7.02 Atlas not using indexes as expected,Unassigned,Major - P3,Waiting For User Input,2024-04-17,https://jira.mongodb.org/browse/SERVER-83549
SERVER-83328,Increase thread count in sharded_transactional_collection_creation.js,[DO NOT USE] Backlog - Catalog and Routing,Major - P3,Blocked,2024-03-12,https://jira.mongodb.org/browse/SERVER-83328
SERVER-83314,Fail collMod command converting index uniqueness when using wiredtiger in-memory engine,Unassigned,Major - P3,Blocked,2024-12-02,https://jira.mongodb.org/browse/SERVER-83314
SERVER-83263,Explore removing internal support for implicit collection creation,Unassigned,Major - P3,Blocked,2024-09-13,https://jira.mongodb.org/browse/SERVER-83263
SERVER-83218,Implement the wire protocol version switch on FCV gossip-in,Unassigned,Major - P3,Blocked,2024-11-19,https://jira.mongodb.org/browse/SERVER-83218
SERVER-82761,Remove Feature Flag for PM-3374,Unassigned,Major - P3,Blocked,2024-09-13,https://jira.mongodb.org/browse/SERVER-82761
SERVER-82605,Remove Feature Flag for PM-2077,Unassigned,Major - P3,Blocked,2024-09-13,https://jira.mongodb.org/browse/SERVER-82605
SERVER-82527,Complete TODO listed in SERVER-9876,Sara Williamson,Major - P3,Blocked,2024-02-07,https://jira.mongodb.org/browse/SERVER-82527
SERVER-82526,Complete TODO listed in SERVER-1234,Sara Williamson,Major - P3,Blocked,2024-02-07,https://jira.mongodb.org/browse/SERVER-82526
SERVER-82524,Complete TODO listed in SERVER-12345,Sara Williamson,Major - P3,Blocked,2024-02-07,https://jira.mongodb.org/browse/SERVER-82524
SERVER-82408,Deprecate ConfigsvrSetAllowMigration command,Unassigned,Minor - P4,Blocked,2024-09-13,https://jira.mongodb.org/browse/SERVER-82408
SERVER-82235,Make logical initial sync use $listCatalog instead of listDatabases/Collections/Indexes,Unassigned,Major - P3,Blocked,2025-06-03,https://jira.mongodb.org/browse/SERVER-82235
SERVER-82166,enable validate_db_metadata_command.js on migration suites,Unassigned,Major - P3,Blocked,2024-09-13,https://jira.mongodb.org/browse/SERVER-82166
SERVER-81464,Support running Jepsen workload added in TIG-4444,[DO NOT USE] Backlog - Replication Team,Major - P3,Blocked,2025-03-11,https://jira.mongodb.org/browse/SERVER-81464
SERVER-81459,Support dedicated routers combined with embedded routers in resmoke,Unassigned,Major - P3,Blocked,2024-11-19,https://jira.mongodb.org/browse/SERVER-81459
SERVER-81215,Change TODO reference in the code,[DO NOT USE] Backlog - Catalog and Routing,Minor - P4,Blocked,2025-03-20,https://jira.mongodb.org/browse/SERVER-81215
