key,summary,assignee,priority,status,last_updated,url
KAFKA-19257,Metadata Rack Awareness for Diskless Topics,Anatolii Popov,Major,Open,2025-05-09,https://issues.apache.org/jira/browse/KAFKA-19257
KAFKA-19252,Support broker and controller restarts in testkit,PoAn Yang,Major,Open,2025-05-10,https://issues.apache.org/jira/browse/KAFKA-19252
KAFKA-19225,Tiered Storage Support for Active Log Segment,Henry Cai,Major,Open,2025-07-24,https://issues.apache.org/jira/browse/KAFKA-19225
KAFKA-19219,improve KRaft migration log,Unassigned,Major,Open,2025-04-30,https://issues.apache.org/jira/browse/KAFKA-19219
KAFKA-19211,Connect Storage Topics Sharing Across Clusters,Unassigned,Major,Open,2025-04-28,https://issues.apache.org/jira/browse/KAFKA-19211
KAFKA-19197,Automatic generate metric list in document,PoAn Yang,Major,Open,2025-04-24,https://issues.apache.org/jira/browse/KAFKA-19197
KAFKA-19196,Check whether FakeLocalMetadataStore#addACLs needs to be thread-safe.,Nick Guo,Minor,Open,2025-04-24,https://issues.apache.org/jira/browse/KAFKA-19196
KAFKA-19188,kafka-topics.sh --describe --> output is inconsistent immediately after cluster restart,Azhar Ahmed,Trivial,Open,2025-05-06,https://issues.apache.org/jira/browse/KAFKA-19188
KAFKA-19187,MINOR: Disallow raw types and fail build for test files,PoAn Yang,Major,Open,2025-04-23,https://issues.apache.org/jira/browse/KAFKA-19187
KAFKA-19185,Logging Enhancements in the FETCH requests and their correlation IDs,Alieh Saeedi,Minor,Open,2025-06-12,https://issues.apache.org/jira/browse/KAFKA-19185
KAFKA-19179,remove the dot from thread_dump_url,Chia-Ping Tsai,Minor,Open,2025-04-22,https://issues.apache.org/jira/browse/KAFKA-19179
KAFKA-19175,Test that KafkaRaftClient property handle all of the leader and leader endpoints in RPC responses,José Armando García Sancio,Major,Open,2025-04-18,https://issues.apache.org/jira/browse/KAFKA-19175
KAFKA-19168,MirrorMaker kafka_metrics_count metric is always incorrect,Jhen-Yung Hsu,Major,Open,2025-12-12,https://issues.apache.org/jira/browse/KAFKA-19168
KAFKA-19161,Diskless Topics,Ivan Yurchenko,Major,Open,2026-01-08,https://issues.apache.org/jira/browse/KAFKA-19161
KAFKA-19142,TestKitNodes doesn't bootstrap KIP-853 correctly,PoAn Yang,Critical,Open,2025-04-14,https://issues.apache.org/jira/browse/KAFKA-19142
KAFKA-19138,Kafka service is continuously restarting in one of the nodes in 3 node cluster,Unassigned,Major,Open,2025-04-14,https://issues.apache.org/jira/browse/KAFKA-19138
KAFKA-19134,"Implementation of a Simple, Low-Latency Bounded Shared Buffer",Chia-Ping Tsai,Major,Open,2025-04-12,https://issues.apache.org/jira/browse/KAFKA-19134
KAFKA-19129,Add a comment to BootstrapMetadata#copyWithFeatureRecord,TengYao Chi,Major,Open,2025-04-11,https://issues.apache.org/jira/browse/KAFKA-19129
KAFKA-19126,Duplicate offsets written to log for different messages,Unassigned,Major,Open,2025-04-10,https://issues.apache.org/jira/browse/KAFKA-19126
KAFKA-19125,Implement Large message reference-based Serializer,Omnia Ibrahim,Major,Open,2025-05-28,https://issues.apache.org/jira/browse/KAFKA-19125
KAFKA-19120,Consider whether we could subscribe using topic ids instead of names,David Jacot,Major,Open,2025-04-09,https://issues.apache.org/jira/browse/KAFKA-19120
KAFKA-19117,Client Throttling Log messages should be of log level - WARN (Java client),Unassigned,Minor,Open,2025-10-22,https://issues.apache.org/jira/browse/KAFKA-19117
KAFKA-19108,Consider improving the UI when describing static voters,José Armando García Sancio,Minor,Open,2025-04-08,https://issues.apache.org/jira/browse/KAFKA-19108
KAFKA-19107,MirrorMaker2 repeatedly tries to sync group offsets for partitions that no longer exist,Unassigned,Major,Open,2025-04-08,https://issues.apache.org/jira/browse/KAFKA-19107
