key,summary,assignee,priority,status,last_updated,url
KAFKA-14725,Improve cancellation semantics for connector tasks,Chris Egerton,Major,Patch Available,2025-05-04,https://issues.apache.org/jira/browse/KAFKA-14725
KAFKA-14599,MirrorMaker pluggable interfaces missing from public API,Nikolay Izhikov,Major,Patch Available,2023-08-25,https://issues.apache.org/jira/browse/KAFKA-14599
KAFKA-14556,log cleaner throttler start time is wrong when 1st run,Luke Chen,Major,Patch Available,2023-06-30,https://issues.apache.org/jira/browse/KAFKA-14556
KAFKA-14492,"Extract a method to create LogManager, in order to be overrided by subclass of KafkaServer",Unassigned,Minor,Patch Available,2024-12-27,https://issues.apache.org/jira/browse/KAFKA-14492
KAFKA-14467,"Add a test to validate the replica state after processing the OFFSET_MOVED_TO_TIERED_STORAGE error, especially for the transactional state",hudeqi,Major,Patch Available,2025-01-04,https://issues.apache.org/jira/browse/KAFKA-14467
KAFKA-14464,Refactor MM2 connectors to make resource leaks from code defects less likely,Greg Harris,Minor,Patch Available,2025-04-26,https://issues.apache.org/jira/browse/KAFKA-14464
KAFKA-14345,Flakey Tests for Connection Quotas should use correct error bounds,Greg Harris,Minor,Patch Available,2025-01-27,https://issues.apache.org/jira/browse/KAFKA-14345
KAFKA-14336,Reduce allocations from MetadataResponse#convertToNodeArray,Unassigned,Minor,Patch Available,2024-08-19,https://issues.apache.org/jira/browse/KAFKA-14336
KAFKA-14250,Exception during normal operation in MirrorSourceTask causes the task to fail instead of shutting down gracefully,Viktor Somogyi-Vass,Major,Patch Available,2025-01-27,https://issues.apache.org/jira/browse/KAFKA-14250
KAFKA-14244,Prevent unit/integration tests from terminating JVM,Chris Egerton,Minor,Patch Available,2023-06-06,https://issues.apache.org/jira/browse/KAFKA-14244
KAFKA-14112,Expose replication-offset-lag Mirror metric,Elkhan Eminov,Minor,Patch Available,2024-01-07,https://issues.apache.org/jira/browse/KAFKA-14112
KAFKA-14081,Cannot get my MetricsReporter implementation to receive meaningful metrics,Unassigned,Minor,Patch Available,2025-01-27,https://issues.apache.org/jira/browse/KAFKA-14081
KAFKA-14053,Transactional producer should bump the epoch when a batch encounters delivery timeout,Daniel Urban,Major,Patch Available,2025-01-27,https://issues.apache.org/jira/browse/KAFKA-14053
KAFKA-14034,Consistency violation: enabled idempotency doesn't prevent duplicates when a client runs into UNKNOWN_SERVER_ERROR,Daniel Urban,Major,Patch Available,2025-02-02,https://issues.apache.org/jira/browse/KAFKA-14034
